Package name,Severity,Version,Fixed in version,Description,CVE ID,Source
libstdc++6,LOW,8.3.0-6,,"**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains 
that target AArch64 allows an attacker to exploit an existing buffer 
overflow in dynamically-sized local variables in your application 
without this being detected. This stack-protector failure only applies 
to C99-style dynamically-sized local variables or those created using 
alloca(). The stack-protector operates as intended for statically-sized 
local variables.

The default behavior when the stack-protector 
detects an overflow is to terminate your application, resulting in 
controlled loss of availability. An attacker who can exploit a buffer 
overflow without triggering the stack-protector might be able to change 
program flow control to cause an uncontrolled loss of availability or to
 go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.",CVE-2023-4039,tykio/tyk-dashboard
libsystemd0,LOW,241-7~deb10u5,,"systemd, when updating file permissions, allows local users to change the permissions and SELinux security contexts for arbitrary files via a symlink attack on unspecified files.",CVE-2013-4392,tykio/tyk-dashboard
libsystemd0,LOW,241-7~deb10u5,,"An issue was discovered in systemd 253. An attacker can modify a sealed log file such that, in some views, not all existing and sealed log messages are displayed. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",CVE-2023-31437,tykio/tyk-dashboard
libsystemd0,LOW,241-7~deb10u5,,"An issue was discovered in systemd 253. An attacker can truncate a sealed log file and then resume log sealing such that checking the integrity shows no error, despite modifications. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",CVE-2023-31438,tykio/tyk-dashboard
libsystemd0,LOW,241-7~deb10u5,,"An issue was discovered in systemd 253. An attacker can modify the contents of past events in a sealed log file and then adjust the file such that checking the integrity shows no error, despite modifications. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",CVE-2023-31439,tykio/tyk-dashboard
libtiff6,HIGH,4.5.0-6+deb12u2,,An out-of-memory flaw was found in libtiff that could be triggered by passing a crafted tiff file to the TIFFRasterScanlineSize64() API. This flaw allows a remote attacker to cause a denial of service via a crafted input with a size smaller than 379 KB.,CVE-2023-52355,tykio/midsommar:latest
libtiff6,MEDIUM,4.5.0-6+deb12u2,,An out-of-memory flaw was found in libtiff. Passing a crafted tiff file to TIFFOpen() API may allow a remote attacker to cause a denial of service via a craft input with size smaller than 379 KB.,CVE-2023-6277,tykio/midsommar:latest
libtiff6,LOW,4.5.0-6+deb12u2,,"LibTIFF 4.0.8 has multiple memory leak vulnerabilities, which allow attackers to cause a denial of service (memory consumption), as demonstrated by tif_open.c, tif_lzw.c, and tif_aux.c. NOTE: Third parties were unable to reproduce the issue",CVE-2017-16232,tykio/midsommar:latest
libtiff6,LOW,4.5.0-6+deb12u2,,"In LibTIFF 4.0.8, there is a heap-based use-after-free in the t2p_writeproc function in tiff2pdf.c. NOTE: there is a third-party report of inability to reproduce this issue",CVE-2017-17973,tykio/midsommar:latest
libtiff6,LOW,4.5.0-6+deb12u2,,LibTIFF version 4.0.7 is vulnerable to a heap-based buffer over-read in tif_lzw.c resulting in DoS or code execution via a crafted bmp image to tools/bmp2tiff.,CVE-2017-5563,tykio/midsommar:latest
libtiff6,LOW,4.5.0-6+deb12u2,,"In LibTIFF 4.0.6 and possibly other versions, the program processes BMP images without verifying that biWidth and biHeight in the bitmap-information header match the actual input, as demonstrated by a heap-based buffer over-read in bmp2tiff. NOTE: mentioning bmp2tiff does not imply that the activation point is in the bmp2tiff.c file (which was removed before the 4.0.7 release).",CVE-2017-9117,tykio/midsommar:latest
libtiff6,LOW,4.5.0-6+deb12u2,,"ijg-libjpeg before 9d, as used in tiff2pdf (from LibTIFF) and other products, does not check for a NULL pointer at a certain place in jpeg_fdct_16x16 in jfdctint.c.",CVE-2018-10126,tykio/midsommar:latest
libtiff6,LOW,4.5.0-6+deb12u2,,A vulnerability classified as problematic was found in LibTIFF 4.3.0. Affected by this vulnerability is the TIFF File Handler of tiff2ps. Opening a malicious file leads to a denial of service. The attack can be launched remotely but requires user interaction. The exploit has been disclosed to the public and may be used.,CVE-2022-1210,tykio/midsommar:latest
libtiff6,LOW,4.5.0-6+deb12u2,,"A flaw was found in tiffcrop, a program distributed by the libtiff package. A specially crafted tiff file can lead to an out-of-bounds read in the extractImageSection function in tools/tiffcrop.c, resulting in a denial of service and limited information disclosure. This issue affects libtiff versions 4.x.",CVE-2023-1916,tykio/midsommar:latest
libtiff6,LOW,4.5.0-6+deb12u2,,"A heap-buffer-overflow vulnerability was found in LibTIFF, in extractImageSection() at tools/tiffcrop.c:7916 and tools/tiffcrop.c:7801. This flaw allows attackers to cause a denial of service via a crafted tiff file.",CVE-2023-3164,tykio/midsommar:latest
libtiff6,LOW,4.5.0-6+deb12u2,,An issue was found in the tiffcp utility distributed by the libtiff package where a crafted TIFF file on processing may cause a heap-based buffer overflow leads to an application crash.,CVE-2023-6228,tykio/midsommar:latest
libtinfo6,MEDIUM,6.1+20181013-2+deb10u2,,NCurse v6.4-20230418 was discovered to contain a segmentation fault via the component _nc_wrap_entry().,CVE-2023-50495,tykio/tyk-dashboard
libudev1,LOW,241-7~deb10u5,,"systemd, when updating file permissions, allows local users to change the permissions and SELinux security contexts for arbitrary files via a symlink attack on unspecified files.",CVE-2013-4392,tykio/tyk-dashboard
libudev1,LOW,241-7~deb10u5,,"An issue was discovered in systemd 253. An attacker can modify a sealed log file such that, in some views, not all existing and sealed log messages are displayed. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",CVE-2023-31437,tykio/tyk-dashboard
libudev1,LOW,241-7~deb10u5,,"An issue was discovered in systemd 253. An attacker can truncate a sealed log file and then resume log sealing such that checking the integrity shows no error, despite modifications. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",CVE-2023-31438,tykio/tyk-dashboard
libudev1,LOW,241-7~deb10u5,,"An issue was discovered in systemd 253. An attacker can modify the contents of past events in a sealed log file and then adjust the file such that checking the integrity shows no error, despite modifications. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",CVE-2023-31439,tykio/tyk-dashboard
libuuid1,LOW,2.33.1-0.1,,"A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an ""INPUTRC"" environment variable to get a path to the library config file. When the library cannot parse the specified file, it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files, potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.",CVE-2022-0563,tykio/tyk-dashboard
login,MEDIUM,1:4.5-1.1,,"A flaw was found in shadow-utils. When asking for a new password, shadow-utils asks the password twice. If the password fails on the second attempt, shadow-utils fails in cleaning the buffer used to store the first entry. This may allow an attacker with enough access to retrieve the password from the memory.",CVE-2023-4641,tykio/tyk-dashboard
login,LOW,1:4.5-1.1,,"initscripts in rPath Linux 1 sets insecure permissions for the /var/log/btmp file, which allows local users to obtain sensitive information regarding authentication attempts.  NOTE: because sshd detects the insecure permissions and does not log certain events, this also prevents sshd from logging failed authentication attempts by remote attackers.",CVE-2007-5686,tykio/tyk-dashboard
login,LOW,1:4.5-1.1,,"In Shadow 4.13, it is possible to inject control characters into fields provided to the SUID program chfn (change finger). Although it is not possible to exploit this directly (e.g., adding a new user fails because \n is in the block list), it is possible to misrepresent the /etc/passwd file when viewed. Use of \r manipulations and Unicode characters to work around blocking of the : character make it possible to give the impression that a new user has been added. In other words, an adversary may be able to convince a system administrator to take the system offline (an indirect, social-engineered denial of service) by demonstrating that ""cat /etc/passwd"" shows a rogue user account.",CVE-2023-29383,tykio/tyk-dashboard
login,LOW,1:4.5-1.1,,"shadow-utils (aka shadow) 4.4 through 4.17.0 establishes a default /etc/subuid behavior (e.g., uid 100000 through 165535 for the first user account) that can realistically conflict with the uids of users defined on locally administered networks, potentially leading to account takeover, e.g., by leveraging newuidmap for access to an NFS home directory (or same-host resources in the case of remote logins by these local network users). NOTE: it may also be argued that system administrators should not have assigned uids, within local networks, that are within the range that can occur in /etc/subuid.",CVE-2024-56433,tykio/tyk-dashboard
login,LOW,1:4.5-1.1,,,TEMP-0628843-DBAD28,tykio/tyk-dashboard
mount,LOW,2.33.1-0.1,,"A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an ""INPUTRC"" environment variable to get a path to the library config file. When the library cannot parse the specified file, it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files, potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.",CVE-2022-0563,tykio/tyk-dashboard
ncurses-base,MEDIUM,6.1+20181013-2+deb10u2,,NCurse v6.4-20230418 was discovered to contain a segmentation fault via the component _nc_wrap_entry().,CVE-2023-50495,tykio/tyk-dashboard
ncurses-bin,MEDIUM,6.1+20181013-2+deb10u2,,NCurse v6.4-20230418 was discovered to contain a segmentation fault via the component _nc_wrap_entry().,CVE-2023-50495,tykio/tyk-dashboard
openssl,MEDIUM,1.1.1d-0+deb10u4,,"Issue summary: A timing side-channel which could potentially allow recovering
the private key exists in the ECDSA signature computation.

Impact summary: A timing side-channel in ECDSA signature computations
could allow recovering the private key by an attacker. However, measuring
the timing would require either local access to the signing application or
a very fast network connection with low latency.

There is a timing signal of around 300 nanoseconds when the top word of
the inverted ECDSA nonce value is zero. This can happen with significant
probability only for some of the supported elliptic curves. In particular
the NIST P-521 curve is affected. To be able to measure this leak, the attacker
process must either be located in the same physical computer or must
have a very fast network connection with low latency. For that reason
the severity of this vulnerability is Low.",CVE-2024-13176,tykio/tyk-dashboard
passwd,MEDIUM,1:4.5-1.1,,"A flaw was found in shadow-utils. When asking for a new password, shadow-utils asks the password twice. If the password fails on the second attempt, shadow-utils fails in cleaning the buffer used to store the first entry. This may allow an attacker with enough access to retrieve the password from the memory.",CVE-2023-4641,tykio/tyk-dashboard
passwd,LOW,1:4.5-1.1,,"initscripts in rPath Linux 1 sets insecure permissions for the /var/log/btmp file, which allows local users to obtain sensitive information regarding authentication attempts.  NOTE: because sshd detects the insecure permissions and does not log certain events, this also prevents sshd from logging failed authentication attempts by remote attackers.",CVE-2007-5686,tykio/tyk-dashboard
